Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Paraguay,PRY,Cereal production (metric tons),AG.PRD.CREL.MT,271475,316539,374822,382564,446457,506601,459540,463665,484479,467375,556650,447531,448828,570883,572018,679330,895295,843403,779265,689192,778097,951831.8,931695,1130558.04,1296764.45,1560599.2,1204788.79,1147634.48,1013677,1628020,1548965,1908170,1979103,1749200,2423773.29,2963942.5,3442536,3166135,4975564,5367547,5160750,6272395,4931500,7090736,7262200,7207780,7069529,8112030,8433186,6304401
Paraguay,PRY,Land under cereal production (hectares),AG.LND.CREL.HA,243000,232236,264993,278563,316434,357038,342609,310000,306200,305923,376040,298000,311260,326530,340700,340000,464700,477600,393698,417757,443798,473612,428396,540352,582162,645904,591222,588161,511879,753625,740979,821259,803935,806850,1034122,1098250,1283919,1343070,1439298,1541594,1700000,1702991,1505000,1709060,1641000,1621000,1673000,1763045,1791825,1649015
Peru,PER,Cereal production (metric tons),AG.PRD.CREL.MT,1425225,1397761,1407999,1485525,1628915,1656983,1362552,1480881,1163342,1644864,1754139,1618556,2164950,1829499,1890684,2353946,2368250,2439960,1778458,1729083,1521728,2013066,2405339,2132281,2541198,2593234,2845066,3395445,3554034,3737483,3844443,3920080,3438251,4131905,4063601,4032733,4698251.4,5049848,4868327.25,4616640.67,5223285.28,5249331.88,5009103.09,5469456.57,5283994.69,5140707.27,5654959.86,5284016.85,5403711.47,5616092.54
Peru,PER,Land under cereal production (hectares),AG.LND.CREL.HA,839220,816505,807755,806258,846300,848608,758571,786296,639839,770429,808350,775425,858155,785823,822030,922102,954645,966781,683214,753078,608643,746619,827184,807244,889045,937700,1034407,1091819,1152375,1153068,1139801,1138721,1048887,1161342,1154279,1156981,1225662,1288564,1248959,1184352,1258752,1279904,1246988,1289293,1209120,1219184,1248139,1209143,1185745,1198360
Philippines,PHL,Cereal production (metric tons),AG.PRD.CREL.MT,6459350,7421393,8146691,8839298,9327624,10083284,10313167,10834585,10775175,11215910,11670615,10647242,11269139,12727856,13337939,12818171,13399121,13981140,14987250,14332247.29,13750626.86,14235789.18,15062259.56,14673161.82,15439998.41,15604612.06,12385313.93,16372330.55,16901159.42,17480298.91,17590069.12,18115689.95,19910353,19856348,21408902.02,22977304,23744012,23300701,22149369,23655648,25440477.82,25817440.51,26739121.85,25669246.05,24846678.08,27191819.46,26838576.91,26794250.87,27413962.2,28261089.87
Philippines,PHL,Land under cereal production (hectares),AG.LND.CREL.HA,5549730,6257620,6651940,6871710,6890000,6775860,6830430,6851880,6707820,6811530,6403110,6414370,6449370,6913710,6966010,6938690,7137905,7186639,7138449,7017668,6531837,6434213,6661655,6454283,6691299,6571201,5526969,6642553,6548909,6552289,6441894,6416363,6653886,6512315,6730683,6921286,7121079,7216272,6853269,7081336,7284199,7309980,7351234,7218290,7040630,7364502,7311944,7168316,7272792,7369563
Poland,POL,Cereal production (metric tons),AG.PRD.CREL.MT,20402800,21859200,22977400,19557653,20863240,19399014,21536633,17340564,18336070,19720795,21166289,22098776,24392409,23741480,25035598,26059921,24504330,26957819,28013511,27811536,19962168,23417080,21763445,25905314,25297819,25399486,27158723,25750319,22340612,26960313,26877272,23390757,29635147,26927924,21775931,27142811,27664297,29826416,27228098,26767403,28543870,28455154,31945433,28002726,29849223,31924964,26281580,28450920,35031300,33996290
Poland,POL,Land under cereal production (hectares),AG.LND.CREL.HA,8484800,8246800,8088100,7864106,7768569,8001739,7852631,7871605,7846509,7906447,8094248,8105538,8159070,8204988,8237748,8382642,8439011,8376605,8530848,8716244,8321108,8506171,8480981,8571214,8720105,8899413,8843718,8701304,8813629,8820941,8293400,8163257,8377273,8328904,8381129,8352860,8598806,8582827,7597044,7803026,7704311,7479452,7484956,7511852,7400264,7601996,7806310,7891440,7466680,7451270
Portugal,PRT,Cereal production (metric tons),AG.PRD.CREL.MT,1669134,1529337,1524470,1602626,1628897,1017335,1119802,1134210,1407823,1089103,1291407,1145688,1469416,1379569,1656348,1719077,1465352,1833280,1427010,1789423,1387311,1478937,1630319,1394255,1607468,1509650,1398328,1655612,1614404,1303355,1502831,1191546,1374973,823081.62,1197572,1066037,1311584,1118225,1019204,1157421,1178144,1362407,1333258,1240203,1138085,1125906,1114440,1161140,1053530,1125650
Portugal,PRT,Land under cereal production (hectares),AG.LND.CREL.HA,1453278,1319749,1348627,1408953,1504934,1078998,1257060,1154437,1104313,1037193,1071141,1062745,984982,959846,934993,952621,892395,908470,759986,827647,768420,721793,677354,675657,652818,690234,506538,592345,577921,492715,514921,450798,463646,389344,373193,312098,365373,339898,304118,283097,287943,314182,301916,269207,257348,236552,231740,224310,215830,209240
Puerto Rico,PRI,Cereal production (metric tons),AG.PRD.CREL.MT,5689,5103,5054,5254,5027,5627,5615,6005,5950,6525,6480,6363,4933,5286,5719,2667,1910,780,540,500,460,428,550,660,750,820,1012,700,450,354.73,265.11,414.63,424.35,454.26,500,484.3,468.6,453.59,265.87,203.88,141.35,84.35,58.87,305.99,149.74,171.53,209.09,176.78,185.8,190.56
Puerto Rico,PRI,Land under cereal production (hectares),AG.LND.CREL.HA,1870,1245,1180,1160,920,920,910,880,805,673,670,650,620,1840,1830,1300,810,630,500,435,430,247,390,440,470,480,541,400,260,202,148,226,226,237,270,237,219,207,106,77,51,29,28,102,53,61,72,62,65,66
Qatar,QAT,Cereal production (metric tons),AG.PRD.CREL.MT,218,207,236,261,446,370,465,530,640,735,1368,871,1127,1539,1977,3020,3224,3297,3135,3749,3872,5368,3940,4256,5195,5768,5750,7102,7215,6584,6466.77,7083,5490,7094,6740,5002,3150,2219.6,2665,1700,1908,2259,2455,1800.5,1377.3,1374,2308,1011,1503.3,3305
Qatar,QAT,Land under cereal production (hectares),AG.LND.CREL.HA,50,60,65,70,130,171,181,220,244,259,364,273,348,478,606,928,999,1081,1082,1348,1231,1761,1243,1335,1538,1708,1710,1870,1760,1627,1589,1911,1332,1944,1900,1204,640,351,351,281,314,395,378,308,294,275,265,153,211,392
Romania,ROU,Cereal production (metric tons),AG.PRD.CREL.MT,16912500,13810300,13550200,15265815,19791000,18614036,18313459,18586967,19366677,16372668,19954166,17665584,20044700,19502800,19725200,16889500,19286400,18379030,17173554,19306621,12288452,15493054,18183777,19882827,14199688,22107324,15452719,17037346,10477506,18870926,14356504,12964404,24399681,19347775.46,15759324,7814825,16826441,14872952,16712883,20842160,12824138,20897076,22070736,19332821,21764816,27138884,31552790,30411970,18153430,27791090
Romania,ROU,Land under cereal production (hectares),AG.LND.CREL.HA,6238400,5792500,5903100,6239764,6350600,6308075,6317548,6320028,6468635,6232071,6022783,6052926,6273030,6285900,6200700,5987000,5905300,6027200,5704048,6048950,5773881,6394957,6557564,6444844,5842791,6242477,5847386,5344034,5435021,6229224,5714012,5114461,6103949,5802854,5079834,4750134,5181667,5265063,5019319,5219738,5424635,5409272,5423895,5455244,5480496,5191407,5261270,5572530,5341510,5356960
Russian Federation,RUS,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103793990,96225194,78650928.09,61901840,67441814,86710503,46853327,53778631,64242691,83303483,84730327,65335462,75986000,76192100,76494549,80207513,106417890,95615475.7,59619073.91,91780914.78,68753478.66,90364970.67,103135895.46,102444492.24,117753222.78,131294828.27,109839021.57,117878703.7,130039197.24,117574453.81
Russian Federation,RUS,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59541250,58824320,53953252,49309960,47250360,48491600,36076300,37069300,41145200,43057500,43030600,36759400,40493400,41123848,40540700,40309250,44576100,41926223,32353784,40606421,36986403,40323672,42199747,42832721,44421992,44250455,41989461,43436118,44757707,43457121
Rwanda,RWA,Cereal production (metric tons),AG.PRD.CREL.MT,200886,204248,191488,219392,234042,251013,268321,254496,272570,286273,315917,310385,296475,336601,297331,292285,291592,261500,264908,340704.78,239687.4,233498.11,130072.51,142395.7,183428.88,223433,194226,179004,239705,284708.4,308447,297669,318944,413314,370523,356306.06,403985.89,554209.48,673905.81,771584.14,815512.47,931661.8,809147.93,613825.25,663617.71,634887.48,711300.7,733187.18,753527.24,811567.28
Rwanda,RWA,Land under cereal production (hectares),AG.LND.CREL.HA,188298,194685,204573,204120,213264,226108,240745,234282,224918,259000,263465,268100,278248,274494,239046,227840,239754,226488,254072,270800,248915,160023,125642,124965,145237,197883,199695,217025,282557,311824,299934,315218,332474,349211,325616,351042,318784,319252,343854,370378,378340,433049,409292,424570,453297,493964,496074,506902,516388,539345
Samoa,WSM,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Cereal production (metric tons),AG.PRD.CREL.MT,500,520,530,550,500,500,500,450,450,500,500,600,700,728,900,1200,1500,2000,2700,3600,4000,4000,4300,4000,4500,4000,1352,1487,2230,2500,2550,2600,2650,2757.64,2700,3000,2800,2000,1561.17,1084.5,917.4,776.1,829.6,823.25,768,576,941,966.24,668,598.43
Sao Tome and Principe,STP,Land under cereal production (hectares),AG.LND.CREL.HA,325,340,350,360,330,330,330,300,300,330,330,400,450,480,600,750,850,1000,1400,1700,1800,1824,1900,1800,2000,1800,700,708,1000,1150,1210,1220,1235,1240,1100,1300,1300,1300,967,517,437,370,402,405,382,288,466,478,332,298
Saudi Arabia,SAU,Cereal production (metric tons),AG.PRD.CREL.MT,109952,113102,300236,289186,282106,294271,301519,349887,266238,294042,488520,874586,1443643,2187821,2460924,2929420,3692086,3931967,4136772,4574269,4702572,5042521,4859501,2668863,1931516,2338534,2201566,2454119,2167394,2591615,2852747,2948817,3189319,3006637,3042777,2960073,2431704,1585994,1565155,1414016,1084597,881553,1568940,1616813,1507153,1493955,1498372,1293633,1181780,1187241.77
Saudi Arabia,SAU,Land under cereal production (hectares),AG.LND.CREL.HA,153949,200715,411165,345154,428044,391414,404923,437890,453072,274344,261949,316424,446241,630297,640821,713448,894572,962137,974551,1088941,1121897,1130013,1068834,705226,563212,656378,621825,686373,616368,659115,704804,697306,682180,632549,602875,577940,465724,325371,284169,257875,210023,164474,302139,289608,277005,265312,263994,244295,243320,236421
Senegal,SEN,Cereal production (metric tons),AG.PRD.CREL.MT,383900,611468,959176,789550,730300,542029,1007066,664187,675935,1209357,781530,523134,709278,1248822,887042,1053882,866900,1066787,977080,1021134,973178,1185204,1066462,1186701,976079,801217,730335,1255629,1025921,1022611,785396,1451891,1053583,1432831,988315,772239,1739656,1831567,1767822.21,1099275,1499756.65,1270937,1251248,2152246,2247093,2516465,2889218.28,2768798.88,3640544.67,3535752.94
Senegal,SEN,Land under cereal production (hectares),AG.LND.CREL.HA,1034919,1203764,1295224,1114837,1033300,1066813,1208722,1076913,1234834,1336682,1142154,912518,1158770,1523172,1164530,1252580,1217422,1259076,1229004,1241350,1218608,1416921,1407542,1360824,1286885,1117874,1093579,1442567,1166613,1152810,1205316,1331210,1081184,1192930,1124322,1068876,1481557,1614337,1477513,1136905,1227966,1130646,1125682,1563993,1663755,1704719,1757142,1729124,1998542,1896836
Serbia,SRB,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8416678,6261226.33,8853132.9,9004416.94,9295194.02,9082265.94,6379255.23,9123502.57,10876563.72,8458144.98,10893437.65,6817938.55,10553430.79,10460839,11472165.04,10261238.72
Serbia,SRB,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1889198,1936905,1936956,1957015,1874470,1911492,1723345,1768890,1824736,1766779,1766713,1718273,1721439,1707375,1748963,1778823
Seychelles,SYC,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Cereal production (metric tons),AG.PRD.CREL.MT,502800,503200,543450,595650,613350,634900,654900,533000,551100,542100,567650,514350,561237,488150,577406,517225,547000,574100,563100,559700,534215,542425,466400,407600,444300,466800,373010,279832,222472,334600,466479,496093,614202.16,824691,1158933,656252,758302.42,976872.86,1144650.03,1257898.55,1258510.8,1374083.92,1304449.47,987059.65,984599,1025500.63,1038757.54,1084082.39,1170341.52,2094832.49
Sierra Leone,SLE,Land under cereal production (hectares),AG.LND.CREL.HA,370600,373700,393500,403500,429800,440400,455400,430400,440500,431500,433500,413500,365392,389365,390805,402881,447300,463700,468600,453670,432919,456667,401700,341100,354500,387200,335570,250092,206336,335200,468407,490300,614005,737800,860000,508556,561336,593516,655146,718355,817744,773060,858374,736750,901418,898229,1278087,712928,716600,1047217
Singapore,SGP,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3150687,3701137.36,3490484.67,3322454.73,3741302,3485707.64,2829922,2202543,3212188,3197881,2490571,3797352,3585251,2928803,2793485,4137019,3332824,2554376,3714041,3035809.8,3411961,4707654.8,3805712,4847544,3484061,4020160,4104050,4580900,4289470
Slovak Republic,SVK,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,834438,859786,847947,827694,852581,859622,733641,812784,825820,820036,794179,818080,794635,732875,784432,799375,769436,683483,741475,792817,759838,779581,749217,753845,717472,743140,769120,747320,717690
Slovenia,SVN,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,368753,421684,528787,510936.97,489041.76,545220,558625,479997,496964,499565,614326,402239.86,586833.17,579486.28,496874.72,535319.15,583180.59,536505.02,572622.46,611689.89,580413.33,461461.76,653111.28,628407.59,642479.23,551216.16,597050,642250,749700,700550
Slovenia,SVN,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114161,111997,105253,102222,100669,96802,96430,92550,103468,105516,100414,100272,100723,96469,97121,100222,106523,101836,95740,95970,100733,99981,100906,100003,99384,99498,98330,98760,101510,102050
Solomon Islands,SLB,Cereal production (metric tons),AG.PRD.CREL.MT,1321,1219,1220,1237,3829,6269,7658,10224,14256,13866,10538,9481,7137,5954,6500,0,0,0,925,2588.55,2596.19,2603.83,2611.47,2619.1,2570.13,1932.1,1300,3240,4524,2083,2267,1947,2500,3000,3250,2800,2800,2500,2617.28,2777.46,2750.89,2758.53,2748.21,2738.1,2739.92,2746.61,2746.45,2737.36,2742.52,2747.68
Solomon Islands,SLB,Land under cereal production (hectares),AG.LND.CREL.HA,395,394,394,599,1297,1940,2663,2997,3869,4029,3191,2567,2446,2170,2355,0,0,0,259,537,549,562,575,590,567,501,330,720,973,448,493,607,800,1000,970,933,1100,1100,1251,1235,1278,1353,1436,1457,1415,1466,1446,1442,1452,1447
Somalia,SOM,Cereal production (metric tons),AG.PRD.CREL.MT,319100,185300,185100,241800,251100,264400,260200,260600,266100,383700,404000,359600,495500,513500,586100,543170,601370,653760,580925,255660,208862.89,164925,405209.38,284919.89,282030.41,305334.29,201114,298553.29,392408,429062,441850.38,402824.49,366470,355708.72,260298.84,196970,230588.6,229641,355814.89,118872.5,385345,383243,256619.98,265481.36,142413.68,174518.17,234812.82,184581.68,177639.78,177683.17
Somalia,SOM,Land under cereal production (hectares),AG.LND.CREL.HA,645670,387050,395070,511100,614300,616800,582100,616600,575200,723200,758500,558700,769600,687500,636900,783000,860200,825300,732500,455800,413840,364500,987400,576080,559040,634648,479290,513271,535373,527960,573983,585518,630641,546473,527219,325163,413598,551531,618634,259997,323821,397538,440262,447104,280701,344488,330636,353489,353531,353551
South Africa,ZAF,Cereal production (metric tons),AG.PRD.CREL.MT,11950910,6467880,13579863,11557896,10273015,12302690,12755400,11201720,13377880,18004771,11762871,6673572,7927492,11062037,11691051,12096954,12140142,15341300,11558395,11292510.68,5056342.22,12805479.03,15985688.36,7514386.6,13670069.97,13254451.26,10232322.97,10059495.21,14549008.85,10714748.18,13048224.68,11819152.78,12026898.78,14175144.28,9452299.88,9507863.32,15339478.04,14570877.03,14700930.93,12928365.21,14556167.9,14154567.74,16617348.61,12581802.08,10629626.27,19591509.64,15565749.39,13872311.22,18790402.91,19764573.44
South Africa,ZAF,Land under cereal production (hectares),AG.LND.CREL.HA,7497800,6419660,7239600,7115150,7382900,7022050,6798620,6959520,6631630,6717500,7087000,6950000,7314000,7019500,7355500,7427500,7262900,6722900,6156932,5685647,5352315,5928140,6184004,5294961,5489640,5834396,4690000,4590484,5260171,4420161,4706204,4659074,4329495,4283072,3009317,3407418,3775240,3307450,3542031,3218442,3430267,3500995,3391603,3757526,2933838,3674435,3345946,3382355,3669548,3856691
South Sudan,SSD,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,842000,898000,1270551,921002,825807,764107,745005,818487,874410,840333
South Sudan,SSD,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1194000,1173000,1013451,1015093,939361,863208,883001,929547,987496,994925
Spain,ESP,Cereal production (metric tons),AG.PRD.CREL.MT,12076709,11641386,13275231,14206900,12771144,13949322,16339367,13884855,18665639,11576278,13147918,13758534,21032473,20972014,16519723,20697404,23833792,19697663,18761569,19472661.44,14495661.07,17495716.71,15249059.34,11593292.98,22385972.61,19344464.25,22579121.88,18010899.04,24581638.63,18078871.22,21742197.89,21445314.48,24842578,14241390,19088631,24538959,23995338,17894933,19880012.93,22097143,17547278,25366791,20581146.05,20149310.35,24056790,16653669,25348920,20589030,27320900,25510560
Spain,ESP,Land under cereal production (hectares),AG.LND.CREL.HA,7495900,7298300,7518800,7195800,7230878,7245747,7513302,7278067,7526907,7367284,7452404,7432467,7587089,7592592,7708338,7879247,7897362,7905859,7551418,7823778,7414530,6438388,6493765,6702545,6777458,6997814,6648975,6657872,6821909,6445908,6748051,6597060,6624481,6595493,6303597,6237884,6714826,6076837,6039751,5985488,6173208,6267941,6335536,6212892,6203674,6011747,6027610,5975710,6069230,6034580
Sri Lanka,LKA,Cereal production (metric tons),AG.PRD.CREL.MT,1342614,1353723,1650815,1211357,1306398,1719023,1932237,1955033,2170390,2265866,2192543,2528616,2467570,2702001,2638561,2177294,2523913,2101237,2578860,2429895,2373882,2609310,2722454,2850089,2098777,2268861,2730821,2893630,2896040,2728140,2890180,3106450,2668240,3294530,3396030,3193100,4017620,3788070,4469740,4038207,4054851,4837225,3625675,5051180.51,4672771,2579086,4200098,4837907,5434886.5,5622708.9
Sri Lanka,LKA,Land under cereal production (hectares),AG.LND.CREL.HA,682632,734307,875379,691085,720940,849810,901205,836292,867782,889293,795759,824826,937257,912657,882311,726403,865221,729393,869766,830505,802603,862816,938132,933651,697613,721837,803160,906530,867548,796560,848790,946340,748720,950200,948663,856543,1110843,999340,1124660,1146945,1131730,1261819,953655,1312233,1215182,844329,1111987,1021215,1144961,1233820
St. Kitts and Nevis,KNA,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,Cereal production (metric tons),AG.PRD.CREL.MT,30,31,35,35,35,35,35,35,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,Land under cereal production (hectares),AG.LND.CREL.HA,40,49,50,50,50,50,50,50,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Cereal production (metric tons),AG.PRD.CREL.MT,450,440,440,450,450,450,470,500,530,550,600,620,630,660,750,1000,1514,2012,2511,2000,1660.54,1541.85,1429.92,1318.27,1000,1323.06,2000,750,600,500,520,593,650,620,950,670,700,670,582,691,854,575,857,775,866,1129,1030,900,848,801.78
St. Vincent and the Grenadines,VCT,Land under cereal production (hectares),AG.LND.CREL.HA,142,140,140,140,140,140,140,150,160,170,180,185,190,200,250,300,505,605,704,600,492,445,399,351,300,308,600,250,40,35,35,40,45,43,70,55,55,40,31,25,33,24,35,32,35,40,37,32,29,26
Sudan,SDN,Cereal production (metric tons),AG.PRD.CREL.MT,1796000,2171000,2482200,2857184,3365000,2927000,3272000,1986000,2701000,4105000,2286000,2524500,1448000,4112900,3798600,1699200,5132200,2063500,1729000,4637100,5381200,3101500,5145650,3305200,5202000,4209000,5583000,3066000,3259000,5339000,3714000,6372748,3516000,6243000,5806000,6691000,5269000,5552195,3562350,5598000,3026000,5947000,8063900,4088600,8509000,5503957.59,8860000,5630000,4196079.29,5678363.99
Sudan,SDN,Land under cereal production (hectares),AG.LND.CREL.HA,2969966,3593284,3693036,4125081,4331650,4510817,4529297,3650781,4290453,5400934,4759713,5109180,4987021,7347342,6718950,4658280,8168746,5586558,3734629,6807379,8258795,6163842,10123688,7779570,8570100,9777220,9398620,7137840,6451260,8526340,7623682,9899820,5349940,12342840,9004586,9172504,9290904,9453803,7886440,9929220,5631780,10031765,11812534,7174020,12424860,9185545,12127530,10183520,8570750,10018547
Suriname,SUR,Cereal production (metric tons),AG.PRD.CREL.MT,123318,164314,162610,175115,172632,203096,224219,236036,257919,281137,301340,268123,302346,299434,300158,271825,265486,261081,196284,229445,261239,217239,218321,216323,228817,213192,188520,180328,163695,191385,157166,193750,174563,163990,182705,179061,182904,229394,226721,235330,224156,262076,275938,268529.07,278166,289517,274001,274408,249874,263776
Suriname,SUR,Land under cereal production (hectares),AG.LND.CREL.HA,37549,45134,44473,47646,48494,49810,55340,59013,65139,71028,72706,73465,74992,75043,75313,71295,69661,69967,52132,60168,68835,58809,60195,61531,61830,53555,50185,48493,42016,50822,40081,52453,49046,45582,44252,42105,43666,54502,53568,56944,51390,58293,62247,59283,62749,59340,56282,60239,57853,56869
Sweden,SWE,Cereal production (metric tons),AG.PRD.CREL.MT,5135790,4719450,6490010,5167950,5433500,5395310,5741150,5212450,5312200,5695490,5924400,5407140,6897160,5629000,5810730,5170430,4743200,5492500,6379500,5160200,3759700,5241500,4471600,4791000,5954200,5986000,5618400,4931300,5604200,5382000,5398400,5290000,5507800,5050600,4128400,5057600,5195000,5241900,4279500,4656800,5055900,4985200,5775400,6162400,5447300,5949600,3260100,6147700,5954500,4980300
Sweden,SWE,Land under cereal production (hectares),AG.LND.CREL.HA,1524870,1530306,1548414,1529855,1585361,1598264,1551823,1516953,1508788,1488238,1509809,1479999,1535382,1489500,1487000,1353240,1288380,1269920,1285220,1148597,1119160,1101400,1149108,1099201,1216724,1268680,1282813,1153160,1228922,1174253,1129270,1153890,1125672,1023976,961840,981900,1077700,1032100,948800,988100,991000,973014,1022750,1017980,1001680,992871,922110,977050,993340,983340
